30030,30060,1567178716,2
30030,30061,1567178716,4
30030,30062,1567178716,0
30030,30063,1567178716,4
30030,30064,1567178716,1
30030,30065,1567178716,1
30030,30066,1567178716,0
30030,30067,1567178716,1
30030,30068,1567178716,1
30030,30069,1567178716,1
30030,30070,1567178716,2
30030,30071,1567178716,1
30030,30072,1567178716,1
30030,30073,1567178716,1
30030,30074,1567178716,1
30030,30075,1567178716,1
30030,30076,1567178716,1
30030,30077,1567178716,0
30030,30078,1567178716,0
30030,30079,1567178716,0
30030,30080,1567178716,0
30030,30081,1567178716,0
30031,30060,1567178716,4
30031,30061,1567178716,19
30031,30062,1567178716,2
30031,30063,1567178716,12
30031,30064,1567178716,6
30031,30065,1567178716,8
30031,30066,1567178716,5
30031,30067,1567178716,6
30031,30068,1567178716,6
30031,30069,1567178716,8
30031,30070,1567178716,9
30031,30071,1567178716,5
30031,30072,1567178716,4
30031,30073,1567178716,1
30031,30074,1567178716,1
30031,30075,1567178716,1
30031,30076,1567178716,1
30031,30077,1567178716,0
30031,30078,1567178716,0
30031,30079,1567178716,0
30031,30080,1567178716,0
30031,30081,1567178716,0.42
30032,30060,1567178716,4
30032,30061,1567178716,16
30032,30062,1567178716,2
30032,30063,1567178716,9
30032,30064,1567178716,4
30032,30065,1567178716,5
30032,30066,1567178716,5
30032,30067,1567178716,4
30032,30068,1567178716,4
30032,30069,1567178716,5
30032,30070,1567178716,6
30032,30071,1567178716,3
30032,30072,1567178716,3
30032,30073,1567178716,1
30032,30074,1567178716,1
30032,30075,1567178716,1
30032,30076,1567178716,1
30032,30077,1567178716,0
30032,30078,1567178716,0
30032,30079,1567178716,0
30032,30080,1567178716,0
30032,30081,1567178716,0.56
30033,30060,1567178716,4
30033,30061,1567178716,17
30033,30062,1567178716,2
30033,30063,1567178716,10
30033,30064,1567178716,5
30033,30065,1567178716,6
30033,30066,1567178716,5
30033,30067,1567178716,5
30033,30068,1567178716,5
30033,30069,1567178716,6
30033,30070,1567178716,7
30033,30071,1567178716,4
30033,30072,1567178716,3
30033,30073,1567178716,1
30033,30074,1567178716,1
30033,30075,1567178716,1
30033,30076,1567178716,1
30033,30077,1567178716,0
30033,30078,1567178716,0
30033,30079,1567178716,0
30033,30080,1567178716,0
30033,30081,1567178716,0.5
30034,30060,1567178716,8
30034,30061,1567178716,22
30034,30062,1567178716,4
30034,30063,1567178716,15
30034,30064,1567178716,8
30034,30065,1567178716,12
30034,30066,1567178716,3
30034,30067,1567178716,7
30034,30068,1567178716,7
30034,30069,1567178716,11
30034,30070,1567178716,12
30034,30071,1567178716,7
30034,30072,1567178716,5
30034,30073,1567178716,1
30034,30074,1567178716,1
30034,30075,1567178716,1
30034,30076,1567178716,1
30034,30077,1567178716,0
30034,30078,1567178716,0
30034,30079,1567178716,0
30034,30080,1567178716,0
30034,30081,1567178716,0.2
30035,30060,1567178716,7
30035,30061,1567178716,26
30035,30062,1567178716,4
30035,30063,1567178716,17
30035,30064,1567178716,10
